order_id,customer_id,order_date,total_amount,status
90,3308,2024-06-17,846.6335092482632,Pending
91,9459,2024-10-04,28.775996336792577,Delivered
92,14856,2024-02-18,170.7008211412222,Pending
93,13565,2024-05-24,657.8140655979403,Cancelled
94,8435,2024-04-10,744.3226100743789,Pending
95,8122,2024-10-20,629.9358150941907,Shipped
96,15975,2024-10-23,939.8524524431443,Pending
97,7203,2024-05-04,398.4441822311057,Pending
98,5065,2024-04-15,559.5315847501819,Shipped
99,9356,2024-08-28,956.839634285857,Delivered
100,15009,2024-11-18,900.6436324969624,Cancelled
101,11717,2024-04-25,40.49471487090143,Delivered
102,1952,2024-03-13,358.6185242882953,Pending
103,4055,2024-11-16,741.6049226029038,Delivered
104,13934,2024-01-14,10.868214340093495,Cancelled
105,15960,2024-04-23,864.3575498384653,Shipped
106,2065,2024-09-08,507.0883425004783,Shipped
107,10211,2024-08-17,95.73332329506485,Pending
108,11161,2024-03-06,448.03882143120467,Cancelled
109,3923,2024-06-14,497.6958731164547,Shipped
110,1383,2024-02-12,373.26066924168134,Cancelled
111,16252,2024-09-03,459.76881191587523,Shipped
112,13164,2024-09-10,892.4820710732799,Cancelled
113,16405,2024-08-07,330.8249383274614,Shipped
114,12158,2024-12-10,961.3075441378786,Shipped
115,6360,2024-05-04,690.1519731364414,Cancelled
116,8392,2024-01-22,897.0548490537348,Pending
117,14315,2024-03-15,216.88918382476078,Cancelled
118,9480,2024-03-04,496.92667756055727,Shipped
119,3770,2024-04-13,569.7664491917252,Cancelled
120,11552,2024-02-14,94.43181614906412,Cancelled
121,2310,2024-07-20,498.7046494444175,Delivered
122,12704,2024-09-30,862.3442855080597,Cancelled
123,11774,2024-03-09,61.6718674270255,Shipped
124,14944,2024-01-11,645.8835245936607,Pending
125,10018,2024-10-09,988.8682037607351,Pending
126,10332,2024-09-25,532.1525931777436,Delivered
127,14515,2024-04-20,310.3337998611898,Shipped
128,7202,2024-11-17,589.0960647200234,Cancelled
129,11559,2024-01-07,546.0229696448254,Cancelled
130,14763,2024-04-05,114.10749813234011,Pending
131,3366,2024-01-15,222.14872039428957,Cancelled
132,8723,2024-12-08,672.7080177305191,Shipped
133,1376,2024-03-28,596.6350550360471,Delivered
134,4310,2024-10-28,350.8769457437537,Cancelled
135,16258,2024-04-21,978.7430620478576,Cancelled
136,1163,2024-11-03,648.3209620106114,Shipped
137,447,2024-01-24,238.50005301630165,Pending
138,9070,2024-02-23,476.46944784942053,Cancelled
139,9849,2024-06-29,714.4762530083849,Delivered
140,25,2024-02-25,675.2660591066974,Shipped
141,11990,2024-10-04,253.8653705484698,Pending
142,1573,2024-08-21,651.3691827142044,Delivered
143,15647,2024-09-04,339.5466959679203,Delivered
144,196,2024-07-16,462.9295621494228,Cancelled
145,4207,2024-09-16,672.4580739204688,Delivered
146,10172,2024-06-10,585.1841373489241,Delivered
147,5994,2024-06-27,715.6032010002463,Shipped
148,10035,2024-08-18,388.01915460473,Cancelled
149,13680,2024-10-09,754.4805682281578,Pending
150,3218,2024-08-26,25.510106013964936,Pending
151,12665,2024-06-30,196.08773188887312,Pending
152,7248,2024-04-05,973.4916917092604,Delivered
153,11020,2024-02-26,95.860020675802,Pending
154,2001,2024-02-28,665.2840784649046,Cancelled
155,16406,2024-10-23,917.5899348587711,Pending
156,8147,2024-06-09,860.95104245515,Cancelled
157,16090,2024-06-21,913.6278559775898,Cancelled
158,492,2024-12-20,984.0698172687337,Pending
159,4235,2024-03-09,363.70083423486847,Cancelled
160,11283,2024-06-22,336.8564673305879,Delivered
161,5995,2024-12-22,129.65334492023456,Delivered
162,5529,2024-10-14,209.47534482670773,Pending
163,9812,2024-02-21,656.3495555945752,Pending
164,1636,2024-07-24,337.8364522977475,Delivered
165,17322,2024-02-02,347.7360280922591,Cancelled
166,9115,2024-06-11,649.4646080359984,Cancelled
167,12185,2024-08-21,113.57566983028246,Pending
168,16204,2024-08-20,65.38547522961909,Delivered
169,1491,2024-04-20,804.8112008283254,Pending
170,9617,2024-11-09,791.9468705198568,Shipped
171,1366,2024-08-01,391.2400165625983,Cancelled
172,3774,2024-03-10,597.1370449504267,Shipped
173,13322,2024-04-27,245.69858184050625,Delivered
174,8331,2024-04-07,373.9612185915861,Cancelled
175,9477,2024-02-25,46.03871277093009,Cancelled
176,8697,2024-09-16,280.87197879735675,Delivered
177,837,2024-11-17,26.215552002738452,Shipped
178,17323,2024-12-15,429.83504476504487,Shipped
179,4308,2024-05-26,524.5260163166989,Pending
180,558,2024-03-03,500.37737467284495,Shipped
181,9259,2024-07-06,347.30390657686013,Cancelled
182,6084,2024-11-24,214.87659858572465,Shipped
183,15254,2024-05-12,459.8002611692686,Pending
184,3106,2024-01-02,871.2298479640383,Shipped
185,14172,2024-11-29,983.3976928440932,Delivered
186,13764,2024-06-07,319.59857961407585,Pending
187,4261,2024-12-07,974.685232167239,Shipped
188,3585,2024-02-09,440.20599685524843,Cancelled
189,17262,2024-05-06,617.1394594533666,Delivered
190,2494,2024-07-05,805.67647807266,Cancelled
191,9693,2024-08-10,365.8260495190929,Cancelled
192,12822,2024-12-04,216.19979073349583,Delivered
193,8221,2024-10-22,280.3456724407296,Cancelled
194,678,2024-09-11,840.2300212658249,Shipped
195,13851,2024-06-19,935.130046704374,Delivered
196,6319,2024-01-12,137.20180805943158,Delivered
197,5726,2024-12-11,697.5673153282646,Pending
198,14943,2024-09-16,44.555311593145646,Shipped
199,6284,2024-04-24,876.2045012702746,Cancelled
200,4181,2024-11-10,858.2585340416293,Cancelled
201,3559,2024-02-18,776.8568008800131,Shipped
202,12922,2024-09-17,826.1373916569709,Delivered
203,3466,2024-12-15,608.3060014507867,Delivered
204,7275,2024-12-24,155.83465236068434,Pending
205,12466,2024-05-12,915.4124166808497,Shipped
206,1949,2024-09-17,149.6127761125451,Pending
207,14974,2024-07-18,232.94695461610843,Pending
208,4509,2024-09-02,438.28722968651005,Cancelled
209,205,2024-02-24,502.9836340651114,Shipped
210,17158,2024-07-11,105.35462629259067,Shipped
211,16862,2024-07-12,764.0618450234522,Shipped
212,3960,2024-01-07,145.9331384171798,Cancelled
213,14,2024-01-15,658.2122828257279,Delivered
214,5220,2024-03-18,457.4609203358283,Pending
215,15091,2024-06-05,812.8265000975797,Cancelled
216,16506,2024-04-23,302.64807847884845,Cancelled
217,1918,2024-01-02,838.1616747002713,Delivered
218,10492,2024-07-04,259.7373736997192,Cancelled
219,13643,2024-11-22,578.5991607216158,Cancelled
220,16324,2024-09-22,491.25124041841246,Delivered
221,2767,2024-11-06,359.05073196576905,Cancelled
222,14610,2024-03-30,21.660035651358292,Shipped
223,845,2024-01-13,403.86998755491965,Shipped
224,12287,2024-06-13,127.17692787882464,Cancelled
225,16942,2024-05-15,232.90580266355846,Cancelled
226,10866,2024-09-08,691.4170912085071,Cancelled
227,10135,2024-02-09,575.5756972378924,Shipped
228,15031,2024-12-14,531.8089207664631,Pending
229,14858,2024-03-31,568.3766177870318,Shipped
230,588,2024-05-16,128.85284856431971,Delivered
231,1353,2024-05-04,172.99443849278182,Pending
232,4442,2024-07-21,547.3731792015514,Cancelled
233,7825,2024-08-04,412.75944995508326,Delivered
234,3715,2024-03-27,468.5700304414499,Shipped
235,14514,2024-11-28,880.3607845363089,Delivered
236,309,2024-08-20,193.31267655424102,Cancelled
237,1661,2024-07-02,911.591303735411,Pending
238,2185,2024-06-22,858.9126128353466,Shipped
239,2438,2024-03-13,902.7699550626857,Delivered
240,6525,2024-12-07,644.9478781468047,Delivered
241,9972,2024-04-26,865.2959487263631,Cancelled
242,1888,2024-04-28,991.2775149210207,Cancelled
243,5088,2024-11-10,476.7008748393109,Shipped
244,13822,2024-11-12,863.1903300909332,Delivered
245,15634,2024-09-21,904.6558962323157,Pending
246,15854,2024-08-21,316.6683810930687,Pending
247,5992,2024-11-14,448.2786180099195,Pending
248,15397,2024-01-14,577.9377768373377,Pending
249,9862,2024-11-27,355.66473486678444,Shipped
250,4013,2024-08-19,328.92350670159664,Shipped
251,6890,2024-09-29,386.9089652222319,Delivered
252,10503,2024-01-17,429.6671717374131,Cancelled
253,9817,2024-11-02,259.7470688929883,Pending
254,12892,2024-08-29,478.5788678690204,Pending
255,11275,2024-11-28,780.9607606057316,Pending
256,12881,2024-04-22,628.2419767016418,Delivered
257,10232,2024-02-05,385.9662156756083,Delivered
258,2218,2024-11-13,164.63400814144467,Shipped
259,7046,2024-01-18,825.8024109951913,Cancelled
260,15709,2024-08-09,516.2189469325049,Delivered
261,5614,2024-02-24,971.5278762351624,Pending
262,6680,2024-12-27,260.1663140653804,Shipped
263,6147,2024-05-03,183.7578777860827,Pending
264,6373,2024-11-16,17.927228156138614,Pending
265,13760,2024-09-26,91.79733112684836,Cancelled
266,3945,2024-09-22,391.5478493558466,Pending
267,194,2024-09-17,206.25808169647266,Shipped
268,4251,2024-08-20,47.50477169757094,Cancelled
269,3530,2024-12-14,233.1140705512687,Shipped
270,1700,2024-08-30,731.4669933267991,Shipped
271,15688,2024-12-16,738.3374605064716,Shipped
272,13308,2024-06-13,158.13941346231832,Delivered
273,10300,2024-06-09,937.1245077340296,Pending
274,5840,2024-08-09,167.44574282650157,Pending
275,3890,2024-04-12,98.44781522902208,Cancelled
276,4692,2024-04-06,171.30807559486703,Shipped
277,15056,2024-01-10,149.1155531484414,Pending
278,12275,2024-07-04,635.3893731098673,Cancelled
279,7632,2024-07-09,164.69494639033067,Delivered
280,9258,2024-06-11,637.9847146457279,Shipped
281,8475,2024-02-18,283.8323172319061,Cancelled
282,3238,2024-06-04,255.9207938629059,Cancelled
283,7567,2024-02-24,898.2790866464794,Delivered
284,9027,2024-05-16,222.18939164397005,Cancelled
285,8574,2024-06-21,865.9387207583811,Delivered
286,6941,2024-05-01,310.49201935019033,Delivered
287,6492,2024-05-28,991.316039057752,Delivered
288,16830,2024-11-27,981.1197310791632,Pending
289,10311,2024-01-07,829.3357203887655,Delivered
290,4394,2024-10-04,869.4057271492536,Pending
291,3146,2024-04-05,825.028250958101,Shipped
292,12156,2024-03-07,633.349127235668,Shipped
293,17032,2024-03-16,810.9325688785644,Pending
294,6893,2024-07-04,631.9981715624583,Cancelled
295,12568,2024-12-07,843.7443409378947,Delivered
296,13272,2024-06-18,936.1978833578556,Cancelled
297,12574,2024-08-17,755.7875827232409,Cancelled
298,15005,2024-11-04,965.0401865662053,Delivered
299,8392,2024-01-28,453.74770143641473,Delivered
300,1511,2024-02-27,926.1333574240213,Pending
301,13585,2024-09-17,233.96889570086242,Delivered
302,130,2024-04-03,41.05255799854738,Cancelled
303,11810,2024-07-01,136.8157737108897,Pending
304,13608,2024-11-11,168.64480859473747,Pending
305,15694,2024-02-14,826.1823328447813,Shipped
306,8305,2024-12-26,406.99914420686247,Shipped
307,14800,2024-05-16,240.84650362478615,Shipped
308,15582,2024-09-19,814.1479527236609,Shipped
309,9437,2024-05-14,210.102863249978,Pending
310,7712,2024-08-05,87.09627592452915,Shipped
311,15653,2024-12-18,471.52894939022707,Delivered
312,2295,2024-02-19,78.71317610442503,Pending
313,6754,2024-08-10,286.14817185521696,Pending
314,9792,2024-04-17,703.33248138321,Shipped
315,3267,2024-01-14,380.786887679952,Pending
316,6713,2024-08-26,96.60208915832456,Delivered
317,9401,2024-12-20,408.96309419757824,Delivered
318,8677,2024-08-09,518.0113452368004,Shipped
319,676,2024-10-17,257.72562706287016,Cancelled
320,12422,2024-07-09,179.18208617298606,Pending
321,9214,2024-01-19,764.0577414055242,Pending
322,7482,2024-11-24,77.15864983557978,Delivered
323,5513,2024-11-10,957.2983143486088,Delivered
324,17184,2024-12-03,17.52281569290245,Delivered
325,10930,2024-11-15,654.7296629364774,Cancelled
326,1869,2024-07-11,142.26739170263656,Pending
327,17315,2024-01-17,551.6265330487545,Shipped
328,805,2024-08-01,195.4363702454567,Delivered
329,10038,2024-09-24,43.97850346177184,Cancelled
330,15773,2024-11-06,861.1686211714976,Cancelled
331,14686,2024-08-18,429.6948263948007,Delivered
332,12073,2024-05-11,282.4686185517675,Delivered
333,10670,2024-03-27,947.7987047577878,Shipped
334,3986,2024-01-04,91.17013186421693,Pending
335,1615,2024-10-03,355.02654726118703,Delivered
336,1432,2024-01-27,185.5899710245668,Cancelled
337,7548,2024-01-11,991.2839502193448,Cancelled
338,1497,2024-07-08,550.5593743509779,Cancelled
339,1916,2024-11-15,814.098859760274,Shipped
340,5896,2024-03-28,171.8986363030973,Cancelled
341,13783,2024-06-03,311.39027078616306,Delivered
342,9838,2024-05-02,623.4085895178026,Pending
343,11263,2024-02-05,186.24975780239902,Shipped
344,8067,2024-03-31,505.0618001944533,Pending
345,11368,2024-09-03,932.2974608075933,Cancelled
346,3070,2024-03-02,930.9498459083284,Pending
347,15011,2024-08-13,361.3315650293504,Delivered
348,15549,2024-11-17,520.9804147585041,Shipped
349,4347,2024-10-23,206.42418106495717,Pending
350,5592,2024-08-05,978.731188401645,Cancelled
351,13104,2024-03-19,524.6733401314758,Delivered
352,12505,2024-09-09,214.25007124490836,Cancelled
353,14505,2024-01-24,846.3145069403935,Delivered
354,5377,2024-07-17,426.17031113252085,Shipped
355,10910,2024-12-02,639.7755655137582,Delivered
356,75,2024-03-08,845.131359929391,Delivered
357,15599,2024-10-22,316.11098132120213,Pending
358,8548,2024-04-03,582.125958204273,Pending
359,10557,2024-07-10,65.55914654255096,Pending
360,9313,2024-06-28,242.19791166304958,Delivered
361,16488,2024-06-19,147.3684267164047,Shipped
362,6339,2024-12-26,647.7488000259681,Delivered
363,10953,2024-07-08,262.107770570962,Cancelled
364,12891,2024-02-17,762.3860703837837,Cancelled
365,6020,2024-10-28,763.5252410677929,Shipped
366,15707,2024-02-22,786.401332976281,Shipped
367,14382,2024-04-29,141.3012952527886,Shipped
368,9738,2024-11-15,530.787773100776,Cancelled
369,12850,2024-10-02,682.3098577603062,Cancelled
370,8708,2024-05-05,329.5466642032753,Pending
371,13086,2024-05-02,267.4631917532592,Cancelled
372,14759,2024-02-23,720.7770887631696,Pending
373,15444,2024-08-05,357.78440474403106,Shipped
374,1988,2024-12-04,256.3906728792569,Delivered
375,11661,2024-05-15,567.2793832045089,Delivered
376,14089,2024-01-20,624.1820890352902,Pending
377,4945,2024-11-09,779.0344929121741,Cancelled
378,16247,2024-03-05,50.52055526774381,Shipped
379,11989,2024-05-15,182.74386160902475,Delivered
380,6066,2024-05-15,779.4770718435428,Shipped
381,8637,2024-01-28,536.5517304079883,Delivered
382,4509,2024-04-04,808.0139397277267,Cancelled
383,5921,2024-01-16,454.040842069027,Shipped
384,7403,2024-11-15,464.7908016782868,Cancelled
385,15463,2024-05-03,383.7920532202745,Shipped
386,13353,2024-02-02,694.2833549153454,Delivered
387,1154,2024-01-08,594.3048612657266,Delivered
388,4798,2024-08-20,398.8035263387032,Shipped
389,14396,2024-10-16,195.67274916579342,Delivered
390,5188,2024-05-20,12.371663884602118,Shipped
391,16641,2024-09-28,100.43687089525193,Pending
392,15928,2024-10-18,116.76148981651362,Shipped
393,10447,2024-06-30,573.6915569186643,Cancelled
394,6684,2024-12-24,761.6058610424751,Cancelled
395,4829,2024-07-31,462.3114626541133,Delivered
396,12777,2024-12-02,420.1171561625474,Delivered
397,2017,2024-02-08,140.79127573252677,Delivered
398,16556,2024-04-28,902.002792997246,Pending
399,13923,2024-02-03,737.8478566841488,Pending
400,8774,2024-09-30,422.7417123289345,Shipped
401,6739,2024-02-10,106.04457446554478,Delivered
402,7396,2024-04-16,847.6235966802094,Shipped
403,4825,2024-08-15,177.93609372776658,Shipped
404,12669,2024-02-05,676.6467805845887,Delivered
405,2994,2024-09-17,346.21218100228884,Delivered
406,6309,2024-01-28,860.9593735071786,Cancelled
407,13263,2024-07-15,591.0757651345655,Delivered
408,12299,2024-11-19,235.11748129872393,Cancelled
409,16832,2024-05-10,22.537594741803414,Pending
410,187,2024-02-26,220.23468020400972,Cancelled
411,11539,2024-06-28,371.6827670344143,Shipped
412,16350,2024-11-18,711.3010973024499,Shipped
413,14865,2024-01-23,223.9507753898982,Pending
414,4553,2024-03-10,268.88955581341565,Pending
415,3446,2024-10-09,440.74918656843136,Shipped
416,9284,2024-12-07,52.49171146721911,Cancelled
417,11388,2024-09-05,770.7174636066034,Pending
418,11989,2024-07-11,87.96707936090417,Pending
419,5497,2024-10-18,739.6485243038478,Delivered
420,11413,2024-12-12,275.2826487367752,Shipped
421,4606,2024-01-09,465.3311633436008,Delivered
422,3477,2024-12-29,416.2916404442908,Pending
423,7744,2024-08-30,260.7288947888061,Delivered
424,15587,2024-01-25,263.15566408448217,Shipped
425,8112,2024-03-18,949.5593711542109,Shipped
426,15948,2024-08-28,312.41693857350594,Shipped
427,9611,2024-10-09,191.2612782006385,Cancelled
428,4722,2024-01-09,257.9873566594558,Pending
429,15867,2024-07-22,698.2495624191151,Delivered
430,12527,2024-07-02,315.78917881472535,Pending
431,4541,2024-04-24,179.8896796186991,Delivered
432,12170,2024-02-16,420.34011968218226,Pending
433,1649,2024-12-03,126.37123611412312,Cancelled
434,16707,2024-06-25,404.6791899446047,Pending
435,14344,2024-05-21,863.5985031409805,Shipped
436,16839,2024-03-14,379.1830342947088,Delivered
437,6920,2024-03-24,518.9965950613885,Delivered
438,1361,2024-10-04,791.2494512244476,Delivered
439,1813,2024-07-05,520.8151875006581,Shipped
440,16996,2024-06-10,56.9149709142852,Cancelled
441,14453,2024-10-30,222.7213330862491,Pending
442,4687,2024-12-23,895.3210277110644,Cancelled
443,11396,2024-01-30,804.1633313875225,Delivered
444,7652,2024-01-01,763.0617928399571,Delivered
445,2539,2024-01-26,551.9950095471014,Cancelled
446,12802,2024-07-17,359.7283852499527,Delivered
447,3335,2024-09-19,697.4403215766355,Pending
448,9684,2024-12-30,666.7165538535396,Delivered
449,1075,2024-01-05,646.3339059752215,Delivered
450,14020,2024-03-24,508.6378289090277,Pending
451,15749,2024-12-13,266.79569107167794,Cancelled
452,11418,2024-01-23,441.07715016884475,Delivered
453,10616,2024-05-15,516.996491301586,Cancelled
454,7573,2024-07-26,223.84612440952287,Shipped
455,2615,2024-06-17,237.75517357296,Pending
456,6698,2024-11-21,793.9250262188817,Shipped
457,13338,2024-11-28,326.57560903104024,Delivered
458,5676,2024-07-12,973.9394937600564,Shipped
459,9517,2024-11-14,442.0334188975868,Cancelled
460,16416,2024-07-29,612.6628698129826,Pending
461,15849,2024-08-16,508.90186270054136,Pending
462,9822,2024-10-07,498.1919926603846,Pending
463,2843,2024-08-25,891.1059915632184,Pending
464,2397,2024-04-13,102.08932753451408,Delivered
465,7009,2024-12-03,352.2775729472016,Cancelled
466,2738,2024-01-29,293.1512013904444,Delivered
467,12991,2024-02-06,332.74435895263366,Pending
468,14597,2024-11-26,913.4625763694185,Cancelled
469,16876,2024-08-24,79.19048627032383,Delivered
470,7295,2024-06-17,290.55285857560716,Shipped
471,269,2024-08-24,740.3036229993863,Cancelled
472,13902,2024-12-08,246.36377078454066,Cancelled
473,15589,2024-03-27,834.7822757009299,Shipped
474,13459,2024-02-04,336.61872789842283,Pending
475,11899,2024-01-03,122.06099812516321,Shipped
476,13968,2024-06-23,524.0228339582384,Cancelled
477,17127,2024-07-08,516.2214656750543,Shipped
478,5791,2024-09-30,48.73998039924302,Shipped
479,5702,2024-11-08,720.73226701089,Pending
480,8504,2024-03-13,150.3260845824684,Shipped
481,8095,2024-02-17,221.2978699296418,Pending
482,8328,2024-01-20,566.8566119447714,Cancelled
483,9387,2024-07-27,891.8728584454068,Delivered
484,7760,2024-04-18,30.419860186146266,Shipped
485,1804,2024-05-06,824.5191285537167,Shipped
486,11054,2024-04-03,756.6043512992106,Cancelled
487,15380,2024-03-10,170.07522785251436,Cancelled
488,16433,2024-10-05,379.3151499456017,Delivered
489,14961,2024-02-15,906.9121340368456,Delivered
490,13572,2024-05-14,154.92203409141368,Pending
491,8996,2024-01-26,120.24715138115103,Shipped
492,13650,2024-07-13,737.8608862038964,Cancelled
493,8607,2024-11-08,476.2060751030283,Delivered
494,7607,2024-10-07,291.2801995175064,Shipped
495,13565,2024-07-13,180.14647271934965,Delivered
496,11690,2024-07-25,725.0002009630372,Shipped
497,16226,2024-05-03,445.1085089109813,Cancelled
498,8986,2024-06-15,247.01021054105442,Delivered
499,8754,2024-03-08,943.9506384642646,Delivered
500,8007,2024-06-14,565.454887951653,Delivered
501,12530,2024-04-27,359.6956925058348,Delivered
502,10420,2024-11-15,722.4613741306591,Shipped
503,5842,2024-07-31,501.4627159951909,Delivered
504,5469,2024-11-05,19.324524585859002,Shipped
505,11495,2024-08-09,842.2241214997766,Shipped
506,4701,2024-07-17,75.68362838437156,Delivered
507,7560,2024-06-26,989.4599683258801,Delivered
508,11518,2024-02-12,356.23857956837696,Delivered
509,85,2024-05-14,529.5905930429452,Cancelled
510,8237,2024-06-20,999.5472000510618,Shipped
511,2083,2024-01-07,276.51208715413196,Shipped
512,8201,2024-01-10,468.04297382585196,Delivered
513,11507,2024-03-18,757.345156753338,Pending
514,16372,2024-07-15,472.31538612010877,Cancelled
515,9242,2024-07-08,340.4837791509893,Shipped
516,13714,2024-08-16,129.42386764605905,Cancelled
517,11914,2024-02-02,517.9240579962669,Cancelled
518,11923,2024-11-13,556.2277805960096,Cancelled
519,571,2024-04-26,240.49476890325892,Shipped
520,7235,2024-03-18,340.55557346693723,Delivered
521,8208,2024-01-30,305.63532206770424,Pending
522,15936,2024-05-03,433.0957189607203,Delivered
523,10833,2024-12-12,800.2559104379332,Pending
524,4048,2024-02-05,339.2505964091127,Shipped
525,1078,2024-12-23,279.72698181695614,Pending
526,14824,2024-07-21,841.4529264452976,Delivered
527,13330,2024-04-16,812.9748480955603,Shipped
528,130,2024-04-09,795.3631382898164,Delivered
529,7452,2024-05-23,745.3382450840962,Cancelled
530,6791,2024-03-21,889.8292583095985,Cancelled
531,4740,2024-01-19,716.0937026723384,Delivered
532,11327,2024-06-11,177.7056262725964,Delivered
533,14874,2024-10-20,42.64686044834902,Cancelled
534,7481,2024-07-04,190.04528228052072,Pending
535,9533,2024-07-02,370.99185403624523,Delivered
536,13137,2024-03-03,62.40680896048538,Cancelled
537,12759,2024-06-24,759.430147885324,Pending
538,8985,2024-08-24,644.8969688283958,Shipped
539,11998,2024-11-17,720.8181444448113,Pending
540,7437,2024-12-24,104.83120855726344,Cancelled
541,3544,2024-07-09,335.48231229016307,Delivered
542,2856,2024-12-12,464.81642219712444,Shipped
543,5880,2024-07-05,606.566671715446,Delivered
544,8845,2024-02-20,804.7434810420543,Shipped
545,6191,2024-11-17,977.1681138605387,Shipped
546,13999,2024-04-26,91.38163900983157,Pending
547,5413,2024-11-03,645.2277398119792,Delivered
548,7656,2024-11-30,143.50717548709693,Cancelled
549,15968,2024-11-16,306.87150522063854,Shipped
550,12337,2024-06-06,774.3271333729531,Delivered
551,681,2024-04-29,994.1575796427537,Pending
552,1118,2024-03-04,531.2152610876882,Pending
553,12506,2024-03-21,359.5868540393269,Delivered
554,2974,2024-10-22,221.95490003128205,Shipped
555,1900,2024-03-28,784.7073891026611,Pending
556,1082,2024-02-28,904.6823917031611,Pending
557,12047,2024-04-24,850.0928389244866,Cancelled
558,10022,2024-12-07,514.5950269839336,Shipped
559,15807,2024-09-27,593.2719516520414,Cancelled
560,11355,2024-09-04,838.2546491305735,Shipped
