customer_id,name,city,state,country,registration_date,is_active
44,Customer_44,Pune,Tamil Nadu,India,2023-03-26,True
45,Customer_45,Chennai,Telangana,India,2023-08-06,True
46,Customer_46,Kolkata,Delhi,India,2023-05-23,False
47,Customer_47,Kolkata,Telangana,India,2023-03-31,True
48,Customer_48,Ahmedabad,Gujarat,India,2023-12-07,True
49,Customer_49,Delhi,Tamil Nadu,India,2023-09-25,True
50,Customer_50,Kolkata,Gujarat,India,2023-03-17,False
51,Customer_51,Ahmedabad,Gujarat,India,2023-03-10,False
52,Customer_52,Ahmedabad,Telangana,India,2023-10-25,False
53,Customer_53,Pune,Karnataka,India,2023-06-09,True
54,Customer_54,Kolkata,Maharashtra,India,2023-01-08,False
55,Customer_55,Pune,West Bengal,India,2023-08-07,True
56,Customer_56,Delhi,Tamil Nadu,India,2023-11-06,False
57,Customer_57,Kolkata,Gujarat,India,2023-03-29,False
58,Customer_58,Kolkata,Karnataka,India,2023-05-21,False
59,Customer_59,Ahmedabad,Telangana,India,2023-01-29,True
60,Customer_60,Mumbai,Gujarat,India,2023-01-13,True
61,Customer_61,Hyderabad,Karnataka,India,2023-11-10,True
62,Customer_62,Delhi,Maharashtra,India,2023-03-04,True
63,Customer_63,Mumbai,Maharashtra,India,2023-12-09,True
64,Customer_64,Chennai,West Bengal,India,2023-06-24,True
65,Customer_65,Delhi,West Bengal,India,2023-08-04,False
66,Customer_66,Pune,Gujarat,India,2023-08-23,True
67,Customer_67,Hyderabad,West Bengal,India,2023-03-28,False
68,Customer_68,Kolkata,Delhi,India,2023-03-15,False
69,Customer_69,Pune,Delhi,India,2023-10-21,False
70,Customer_70,Kolkata,Karnataka,India,2023-03-10,False
71,Customer_71,Mumbai,Telangana,India,2023-03-10,False
72,Customer_72,Mumbai,Maharashtra,India,2023-08-11,True
73,Customer_73,Chennai,Tamil Nadu,India,2023-10-12,True
74,Customer_74,Chennai,Maharashtra,India,2023-05-02,False
75,Customer_75,Hyderabad,Delhi,India,2023-09-20,True
76,Customer_76,Kolkata,Karnataka,India,2023-08-09,True
77,Customer_77,Pune,Tamil Nadu,India,2023-11-07,True
78,Customer_78,Bangalore,West Bengal,India,2023-06-13,False
79,Customer_79,Pune,West Bengal,India,2023-09-20,True
80,Customer_80,Ahmedabad,Delhi,India,2023-04-02,False
81,Customer_81,Chennai,Karnataka,India,2023-09-23,False
82,Customer_82,Kolkata,Gujarat,India,2023-12-02,False
83,Customer_83,Pune,Telangana,India,2023-03-15,True
84,Customer_84,Pune,Maharashtra,India,2023-11-10,False
85,Customer_85,Chennai,Delhi,India,2023-03-31,True
86,Customer_86,Ahmedabad,Telangana,India,2023-12-20,True
87,Customer_87,Pune,Telangana,India,2023-10-23,False
88,Customer_88,Pune,Maharashtra,India,2023-05-09,False
89,Customer_89,Delhi,Tamil Nadu,India,2023-02-18,False
90,Customer_90,Ahmedabad,Maharashtra,India,2023-03-27,False
91,Customer_91,Mumbai,Tamil Nadu,India,2023-05-24,True
92,Customer_92,Kolkata,Telangana,India,2023-05-15,False
93,Customer_93,Pune,Karnataka,India,2023-04-25,True
94,Customer_94,Chennai,Delhi,India,2023-10-04,False
95,Customer_95,Mumbai,Maharashtra,India,2023-03-07,False
96,Customer_96,Ahmedabad,Karnataka,India,2023-07-06,True
97,Customer_97,Pune,Karnataka,India,2023-12-11,True
98,Customer_98,Pune,Maharashtra,India,2023-07-20,True
99,Customer_99,Bangalore,West Bengal,India,2023-05-18,True
100,Customer_100,Chennai,Telangana,India,2023-02-21,False
101,Customer_101,Kolkata,West Bengal,India,2023-08-01,False
102,Customer_102,Delhi,Tamil Nadu,India,2023-06-07,False
103,Customer_103,Mumbai,Karnataka,India,2023-10-17,True
104,Customer_104,Ahmedabad,Delhi,India,2023-12-16,False
105,Customer_105,Mumbai,Delhi,India,2023-07-25,True
106,Customer_106,Delhi,Karnataka,India,2023-12-08,True
107,Customer_107,Kolkata,West Bengal,India,2023-11-17,False
108,Customer_108,Hyderabad,Telangana,India,2023-11-12,True
109,Customer_109,Ahmedabad,Karnataka,India,2023-05-16,True
110,Customer_110,Bangalore,Gujarat,India,2023-03-16,True
111,Customer_111,Hyderabad,Tamil Nadu,India,2023-03-10,True
112,Customer_112,Ahmedabad,Karnataka,India,2023-10-28,True
113,Customer_113,Pune,Maharashtra,India,2023-02-18,True
114,Customer_114,Delhi,West Bengal,India,2023-07-21,False
115,Customer_115,Bangalore,Maharashtra,India,2023-03-03,True
116,Customer_116,Kolkata,Maharashtra,India,2023-06-16,False
117,Customer_117,Chennai,Karnataka,India,2023-07-24,True
118,Customer_118,Chennai,Telangana,India,2023-05-29,False
119,Customer_119,Ahmedabad,Karnataka,India,2023-05-01,False
120,Customer_120,Ahmedabad,Telangana,India,2023-11-05,False
121,Customer_121,Hyderabad,Delhi,India,2023-04-07,True
122,Customer_122,Kolkata,Telangana,India,2023-02-22,False
123,Customer_123,Bangalore,Maharashtra,India,2023-01-09,False
124,Customer_124,Ahmedabad,Karnataka,India,2023-11-27,False
125,Customer_125,Ahmedabad,Delhi,India,2023-09-08,False
126,Customer_126,Hyderabad,Gujarat,India,2023-12-26,False
127,Customer_127,Delhi,Maharashtra,India,2023-12-15,True
128,Customer_128,Hyderabad,Delhi,India,2023-05-04,True
129,Customer_129,Kolkata,West Bengal,India,2023-05-02,True
130,Customer_130,Pune,Tamil Nadu,India,2023-07-18,False
131,Customer_131,Kolkata,Maharashtra,India,2023-11-13,False
132,Customer_132,Chennai,Karnataka,India,2023-04-05,True
133,Customer_133,Delhi,Telangana,India,2023-01-30,False
134,Customer_134,Chennai,West Bengal,India,2023-04-02,False
135,Customer_135,Bangalore,Gujarat,India,2023-03-25,False
136,Customer_136,Bangalore,Delhi,India,2023-01-15,False
137,Customer_137,Mumbai,Tamil Nadu,India,2023-05-23,False
138,Customer_138,Kolkata,Telangana,India,2023-11-05,False
139,Customer_139,Delhi,Maharashtra,India,2023-07-28,True
140,Customer_140,Delhi,Tamil Nadu,India,2023-01-23,False
141,Customer_141,Chennai,West Bengal,India,2023-11-22,False
142,Customer_142,Hyderabad,Tamil Nadu,India,2023-12-31,True
143,Customer_143,Hyderabad,Maharashtra,India,2023-05-24,True
144,Customer_144,Chennai,West Bengal,India,2023-03-28,True
145,Customer_145,Pune,Delhi,India,2023-07-12,True
146,Customer_146,Hyderabad,Maharashtra,India,2023-06-22,True
147,Customer_147,Delhi,Tamil Nadu,India,2023-09-20,True
148,Customer_148,Ahmedabad,Maharashtra,India,2023-10-22,True
149,Customer_149,Ahmedabad,West Bengal,India,2023-12-26,False
150,Customer_150,Ahmedabad,Tamil Nadu,India,2023-02-19,True
151,Customer_151,Chennai,Delhi,India,2023-02-17,True
152,Customer_152,Ahmedabad,Gujarat,India,2023-02-18,True
153,Customer_153,Hyderabad,Gujarat,India,2023-06-17,True
154,Customer_154,Mumbai,Telangana,India,2023-06-16,False
155,Customer_155,Kolkata,Karnataka,India,2023-03-23,False
156,Customer_156,Mumbai,Delhi,India,2023-03-04,False
157,Customer_157,Hyderabad,Maharashtra,India,2023-08-16,False
158,Customer_158,Bangalore,Karnataka,India,2023-08-02,True
159,Customer_159,Delhi,Telangana,India,2023-05-10,False
160,Customer_160,Mumbai,Telangana,India,2023-06-03,True
161,Customer_161,Mumbai,West Bengal,India,2023-08-30,False
162,Customer_162,Chennai,Telangana,India,2023-04-06,False
163,Customer_163,Chennai,Gujarat,India,2023-08-20,True
164,Customer_164,Chennai,Tamil Nadu,India,2023-08-26,True
165,Customer_165,Hyderabad,Tamil Nadu,India,2023-01-18,False
166,Customer_166,Pune,West Bengal,India,2023-12-10,False
167,Customer_167,Pune,Telangana,India,2023-11-20,False
168,Customer_168,Ahmedabad,Maharashtra,India,2023-09-03,False
169,Customer_169,Bangalore,Delhi,India,2023-03-01,False
170,Customer_170,Mumbai,Gujarat,India,2023-05-10,True
171,Customer_171,Kolkata,Karnataka,India,2023-12-16,False
172,Customer_172,Ahmedabad,West Bengal,India,2023-02-18,False
173,Customer_173,Ahmedabad,Telangana,India,2023-06-15,False
174,Customer_174,Chennai,Maharashtra,India,2023-06-17,True
175,Customer_175,Bangalore,Maharashtra,India,2023-09-10,False
176,Customer_176,Hyderabad,Karnataka,India,2023-12-02,True
177,Customer_177,Ahmedabad,West Bengal,India,2023-11-05,True
178,Customer_178,Bangalore,Delhi,India,2023-03-05,True
179,Customer_179,Chennai,Gujarat,India,2023-02-02,False
180,Customer_180,Delhi,Delhi,India,2023-02-27,True
181,Customer_181,Ahmedabad,West Bengal,India,2023-11-02,False
182,Customer_182,Mumbai,Tamil Nadu,India,2023-03-05,False
183,Customer_183,Chennai,Gujarat,India,2023-05-05,False
184,Customer_184,Kolkata,Telangana,India,2023-03-02,False
185,Customer_185,Mumbai,Delhi,India,2023-09-06,True
186,Customer_186,Bangalore,Tamil Nadu,India,2023-05-18,True
187,Customer_187,Pune,West Bengal,India,2023-03-07,False
188,Customer_188,Kolkata,Telangana,India,2023-06-28,False
189,Customer_189,Mumbai,Maharashtra,India,2023-10-13,True
190,Customer_190,Ahmedabad,West Bengal,India,2023-10-08,True
191,Customer_191,Ahmedabad,Maharashtra,India,2023-06-20,False
192,Customer_192,Kolkata,West Bengal,India,2023-08-31,False
193,Customer_193,Bangalore,Gujarat,India,2023-04-30,True
194,Customer_194,Ahmedabad,Tamil Nadu,India,2023-12-10,False
195,Customer_195,Ahmedabad,Telangana,India,2023-07-11,True
196,Customer_196,Chennai,Tamil Nadu,India,2023-07-06,False
197,Customer_197,Pune,Telangana,India,2023-08-15,False
198,Customer_198,Kolkata,Gujarat,India,2023-09-23,False
199,Customer_199,Chennai,West Bengal,India,2023-07-11,False
200,Customer_200,Pune,Maharashtra,India,2023-08-28,False
201,Customer_201,Bangalore,West Bengal,India,2023-04-04,False
202,Customer_202,Pune,Maharashtra,India,2023-05-06,False
203,Customer_203,Bangalore,Tamil Nadu,India,2023-04-09,False
204,Customer_204,Ahmedabad,Karnataka,India,2023-12-10,True
205,Customer_205,Kolkata,Delhi,India,2023-08-31,False
206,Customer_206,Kolkata,Tamil Nadu,India,2023-01-20,True
207,Customer_207,Bangalore,West Bengal,India,2023-04-27,True
208,Customer_208,Kolkata,West Bengal,India,2023-12-25,False
209,Customer_209,Ahmedabad,Maharashtra,India,2023-04-09,False
210,Customer_210,Kolkata,Delhi,India,2023-11-26,True
211,Customer_211,Kolkata,Telangana,India,2023-06-04,False
212,Customer_212,Hyderabad,Tamil Nadu,India,2023-11-03,True
213,Customer_213,Kolkata,Gujarat,India,2023-07-04,True
214,Customer_214,Mumbai,Delhi,India,2023-12-01,True
215,Customer_215,Bangalore,Delhi,India,2023-01-03,True
216,Customer_216,Bangalore,Tamil Nadu,India,2023-06-06,True
217,Customer_217,Delhi,Maharashtra,India,2023-06-24,False
218,Customer_218,Chennai,Telangana,India,2023-12-02,True
219,Customer_219,Delhi,Maharashtra,India,2023-03-10,True
220,Customer_220,Kolkata,Gujarat,India,2023-01-21,False
221,Customer_221,Kolkata,Maharashtra,India,2023-10-25,True
222,Customer_222,Ahmedabad,Karnataka,India,2023-04-28,False
223,Customer_223,Ahmedabad,Delhi,India,2023-10-04,False
224,Customer_224,Pune,Karnataka,India,2023-05-10,True
225,Customer_225,Mumbai,Maharashtra,India,2023-07-25,False
226,Customer_226,Mumbai,Telangana,India,2023-07-16,True
227,Customer_227,Mumbai,Tamil Nadu,India,2023-05-15,False
228,Customer_228,Mumbai,Delhi,India,2023-07-22,False
229,Customer_229,Mumbai,Tamil Nadu,India,2023-02-04,False
230,Customer_230,Mumbai,West Bengal,India,2023-01-30,True
231,Customer_231,Mumbai,Delhi,India,2023-11-07,False
232,Customer_232,Mumbai,Tamil Nadu,India,2023-09-14,True
233,Customer_233,Pune,Maharashtra,India,2023-07-01,True
234,Customer_234,Hyderabad,Karnataka,India,2023-07-27,True
235,Customer_235,Mumbai,Tamil Nadu,India,2023-05-09,False
236,Customer_236,Bangalore,Gujarat,India,2023-03-04,False
237,Customer_237,Mumbai,Telangana,India,2023-12-08,False
238,Customer_238,Chennai,West Bengal,India,2023-03-18,False
239,Customer_239,Mumbai,Maharashtra,India,2023-01-15,False
240,Customer_240,Hyderabad,Gujarat,India,2023-11-21,False
241,Customer_241,Pune,West Bengal,India,2023-02-28,False
242,Customer_242,Ahmedabad,Telangana,India,2023-05-31,False
243,Customer_243,Ahmedabad,Telangana,India,2023-04-18,False
244,Customer_244,Kolkata,Karnataka,India,2023-04-17,False
245,Customer_245,Hyderabad,West Bengal,India,2023-05-19,True
246,Customer_246,Hyderabad,Telangana,India,2023-10-07,False
247,Customer_247,Kolkata,Tamil Nadu,India,2023-03-13,False
248,Customer_248,Mumbai,Telangana,India,2023-04-21,True
249,Customer_249,Pune,Telangana,India,2023-08-14,True
250,Customer_250,Pune,Tamil Nadu,India,2023-04-16,False
251,Customer_251,Mumbai,Maharashtra,India,2023-06-08,True
252,Customer_252,Kolkata,Karnataka,India,2023-05-30,False
253,Customer_253,Chennai,Karnataka,India,2023-01-14,True
254,Customer_254,Delhi,Delhi,India,2023-01-05,True
255,Customer_255,Bangalore,Gujarat,India,2023-05-07,False
256,Customer_256,Kolkata,Delhi,India,2023-09-30,True
257,Customer_257,Mumbai,Tamil Nadu,India,2023-12-04,False
258,Customer_258,Bangalore,Telangana,India,2023-07-30,False
259,Customer_259,Ahmedabad,West Bengal,India,2023-11-23,True
260,Customer_260,Ahmedabad,Telangana,India,2023-12-12,False
261,Customer_261,Mumbai,Telangana,India,2023-08-05,True
262,Customer_262,Delhi,West Bengal,India,2023-03-20,False
263,Customer_263,Delhi,Maharashtra,India,2023-04-03,False
264,Customer_264,Kolkata,Karnataka,India,2023-08-26,True
265,Customer_265,Bangalore,Tamil Nadu,India,2023-08-22,False
266,Customer_266,Hyderabad,West Bengal,India,2023-06-26,True
267,Customer_267,Pune,Delhi,India,2023-09-12,True
268,Customer_268,Pune,Tamil Nadu,India,2023-11-17,False
269,Customer_269,Bangalore,Maharashtra,India,2023-05-12,True
270,Customer_270,Ahmedabad,Tamil Nadu,India,2023-09-22,False
271,Customer_271,Hyderabad,West Bengal,India,2023-10-19,False
272,Customer_272,Ahmedabad,Gujarat,India,2023-06-28,True
273,Customer_273,Delhi,Maharashtra,India,2023-12-10,True
274,Customer_274,Mumbai,Telangana,India,2023-05-26,False
275,Customer_275,Pune,Delhi,India,2023-05-23,False
276,Customer_276,Hyderabad,Delhi,India,2023-01-20,False
277,Customer_277,Hyderabad,West Bengal,India,2023-02-27,False
278,Customer_278,Kolkata,Maharashtra,India,2023-10-23,True
279,Customer_279,Chennai,Delhi,India,2023-03-07,True
280,Customer_280,Delhi,Maharashtra,India,2023-12-11,False
281,Customer_281,Hyderabad,Tamil Nadu,India,2023-01-13,True
282,Customer_282,Ahmedabad,Gujarat,India,2023-03-03,True
283,Customer_283,Ahmedabad,Karnataka,India,2023-02-15,False
284,Customer_284,Delhi,Karnataka,India,2023-04-03,True
285,Customer_285,Ahmedabad,Karnataka,India,2023-08-11,False
286,Customer_286,Kolkata,Delhi,India,2023-01-23,True
287,Customer_287,Mumbai,West Bengal,India,2023-12-23,False
288,Customer_288,Bangalore,Karnataka,India,2023-03-08,True
289,Customer_289,Delhi,Telangana,India,2023-04-24,False
290,Customer_290,Kolkata,Gujarat,India,2023-07-25,False
291,Customer_291,Kolkata,West Bengal,India,2023-03-07,False
292,Customer_292,Kolkata,Gujarat,India,2023-02-19,False
293,Customer_293,Pune,Karnataka,India,2023-05-21,False
294,Customer_294,Ahmedabad,Tamil Nadu,India,2023-09-15,True
295,Customer_295,Pune,Gujarat,India,2023-02-03,True
296,Customer_296,Pune,Karnataka,India,2023-10-23,True
297,Customer_297,Bangalore,West Bengal,India,2023-09-10,True
298,Customer_298,Pune,Delhi,India,2023-03-10,False
299,Customer_299,Delhi,Gujarat,India,2023-07-08,False
300,Customer_300,Hyderabad,Telangana,India,2023-06-02,True
301,Customer_301,Kolkata,Tamil Nadu,India,2023-07-22,False
302,Customer_302,Bangalore,West Bengal,India,2023-03-18,True
303,Customer_303,Pune,Maharashtra,India,2023-07-10,True
304,Customer_304,Mumbai,Karnataka,India,2023-01-28,False
305,Customer_305,Chennai,Tamil Nadu,India,2023-08-01,True
306,Customer_306,Delhi,Delhi,India,2023-02-25,True
307,Customer_307,Bangalore,Gujarat,India,2023-04-22,True
308,Customer_308,Chennai,Maharashtra,India,2023-08-31,False
309,Customer_309,Chennai,Gujarat,India,2023-06-03,True
310,Customer_310,Pune,Karnataka,India,2023-06-04,True
311,Customer_311,Bangalore,Tamil Nadu,India,2023-10-09,False
312,Customer_312,Ahmedabad,Telangana,India,2023-09-28,False
313,Customer_313,Hyderabad,West Bengal,India,2023-02-19,False
314,Customer_314,Hyderabad,Gujarat,India,2023-03-09,False
315,Customer_315,Bangalore,Karnataka,India,2023-05-12,False
316,Customer_316,Bangalore,Tamil Nadu,India,2023-06-07,False
317,Customer_317,Kolkata,Karnataka,India,2023-11-29,False
318,Customer_318,Mumbai,Telangana,India,2023-09-22,True
319,Customer_319,Hyderabad,Tamil Nadu,India,2023-06-19,False
320,Customer_320,Kolkata,West Bengal,India,2023-09-27,True
321,Customer_321,Ahmedabad,Karnataka,India,2023-08-08,True
322,Customer_322,Chennai,Gujarat,India,2023-02-09,False
323,Customer_323,Chennai,Tamil Nadu,India,2023-10-16,True
324,Customer_324,Chennai,Gujarat,India,2023-03-20,True
325,Customer_325,Bangalore,Maharashtra,India,2023-08-27,False
326,Customer_326,Ahmedabad,Delhi,India,2023-03-01,True
327,Customer_327,Delhi,Telangana,India,2023-11-16,True
328,Customer_328,Kolkata,Tamil Nadu,India,2023-11-14,True
329,Customer_329,Delhi,Gujarat,India,2023-12-01,False
330,Customer_330,Pune,Tamil Nadu,India,2023-08-25,False
331,Customer_331,Mumbai,Tamil Nadu,India,2023-03-17,False
332,Customer_332,Mumbai,Karnataka,India,2023-11-02,True
333,Customer_333,Kolkata,Telangana,India,2023-02-08,True
334,Customer_334,Chennai,Delhi,India,2023-07-18,False
335,Customer_335,Pune,Telangana,India,2023-04-15,False
336,Customer_336,Hyderabad,Karnataka,India,2023-03-11,True
337,Customer_337,Ahmedabad,Gujarat,India,2023-10-09,True
338,Customer_338,Mumbai,Tamil Nadu,India,2023-02-27,True
339,Customer_339,Delhi,Telangana,India,2023-11-25,True
340,Customer_340,Delhi,Tamil Nadu,India,2023-06-28,True
341,Customer_341,Hyderabad,Delhi,India,2023-11-04,False
342,Customer_342,Bangalore,Maharashtra,India,2023-08-10,False
343,Customer_343,Chennai,Karnataka,India,2023-05-24,True
344,Customer_344,Bangalore,Maharashtra,India,2023-10-31,True
345,Customer_345,Kolkata,Telangana,India,2023-01-27,True
346,Customer_346,Mumbai,Tamil Nadu,India,2023-06-10,False
347,Customer_347,Hyderabad,Gujarat,India,2023-05-31,False
348,Customer_348,Hyderabad,Gujarat,India,2023-06-22,True
349,Customer_349,Hyderabad,Tamil Nadu,India,2023-07-30,True
350,Customer_350,Bangalore,West Bengal,India,2023-12-22,True
351,Customer_351,Ahmedabad,West Bengal,India,2023-01-22,False
352,Customer_352,Bangalore,Maharashtra,India,2023-10-25,False
353,Customer_353,Kolkata,West Bengal,India,2023-12-31,False
354,Customer_354,Delhi,Gujarat,India,2023-02-02,True
355,Customer_355,Delhi,Telangana,India,2023-04-19,True
356,Customer_356,Pune,Delhi,India,2023-02-16,False
357,Customer_357,Kolkata,Telangana,India,2023-04-06,False
358,Customer_358,Ahmedabad,Maharashtra,India,2023-05-05,False
359,Customer_359,Hyderabad,Telangana,India,2023-12-01,False
360,Customer_360,Delhi,West Bengal,India,2023-10-22,True
361,Customer_361,Kolkata,West Bengal,India,2023-10-29,True
362,Customer_362,Delhi,Delhi,India,2023-11-24,True
363,Customer_363,Ahmedabad,Telangana,India,2023-11-03,True
364,Customer_364,Pune,Delhi,India,2023-01-25,False
365,Customer_365,Kolkata,Gujarat,India,2023-03-23,True
366,Customer_366,Delhi,Maharashtra,India,2023-02-27,False
367,Customer_367,Hyderabad,Karnataka,India,2023-01-26,False
368,Customer_368,Ahmedabad,Telangana,India,2023-10-24,True
369,Customer_369,Bangalore,Gujarat,India,2023-02-13,False
370,Customer_370,Ahmedabad,Gujarat,India,2023-03-26,False
371,Customer_371,Bangalore,Telangana,India,2023-01-22,True
372,Customer_372,Ahmedabad,Delhi,India,2023-08-14,True
373,Customer_373,Pune,West Bengal,India,2023-02-06,True
374,Customer_374,Hyderabad,Maharashtra,India,2023-04-11,True
375,Customer_375,Delhi,Karnataka,India,2023-05-22,False
376,Customer_376,Hyderabad,Telangana,India,2023-01-04,True
377,Customer_377,Kolkata,Maharashtra,India,2023-01-24,True
378,Customer_378,Bangalore,West Bengal,India,2023-07-10,True
379,Customer_379,Mumbai,Karnataka,India,2023-11-17,False
380,Customer_380,Pune,Karnataka,India,2023-11-18,True
381,Customer_381,Delhi,Gujarat,India,2023-09-26,False
382,Customer_382,Mumbai,Delhi,India,2023-01-27,False
383,Customer_383,Mumbai,Tamil Nadu,India,2023-03-22,False
384,Customer_384,Ahmedabad,West Bengal,India,2023-05-01,False
385,Customer_385,Pune,Tamil Nadu,India,2023-12-31,False
386,Customer_386,Chennai,West Bengal,India,2023-03-10,True
387,Customer_387,Mumbai,Maharashtra,India,2023-11-09,True
388,Customer_388,Mumbai,Tamil Nadu,India,2023-03-13,False
389,Customer_389,Hyderabad,Gujarat,India,2023-09-03,False
390,Customer_390,Chennai,Telangana,India,2023-09-03,False
391,Customer_391,Chennai,Gujarat,India,2023-09-10,True
392,Customer_392,Chennai,Gujarat,India,2023-12-30,True
393,Customer_393,Pune,Telangana,India,2023-03-14,False
394,Customer_394,Kolkata,Telangana,India,2023-10-01,False
395,Customer_395,Chennai,Karnataka,India,2023-01-16,False
396,Customer_396,Hyderabad,Delhi,India,2023-06-28,True
397,Customer_397,Kolkata,Gujarat,India,2023-12-18,False
398,Customer_398,Delhi,West Bengal,India,2023-02-09,False
399,Customer_399,Kolkata,Delhi,India,2023-02-08,False
400,Customer_400,Delhi,West Bengal,India,2023-02-25,True
401,Customer_401,Chennai,Telangana,India,2023-08-21,False
402,Customer_402,Chennai,Karnataka,India,2023-02-23,False
403,Customer_403,Delhi,Karnataka,India,2023-06-21,False
404,Customer_404,Bangalore,Karnataka,India,2023-10-29,False
405,Customer_405,Hyderabad,Karnataka,India,2023-07-08,True
406,Customer_406,Kolkata,Gujarat,India,2023-02-12,False
407,Customer_407,Hyderabad,Karnataka,India,2023-01-04,False
408,Customer_408,Hyderabad,Telangana,India,2023-09-18,False
409,Customer_409,Mumbai,Delhi,India,2023-02-27,True
410,Customer_410,Chennai,Maharashtra,India,2023-02-06,False
411,Customer_411,Kolkata,Tamil Nadu,India,2023-08-23,False
412,Customer_412,Hyderabad,Delhi,India,2023-09-22,False
413,Customer_413,Kolkata,Telangana,India,2023-01-15,True
414,Customer_414,Hyderabad,Tamil Nadu,India,2023-03-29,True
415,Customer_415,Chennai,Maharashtra,India,2023-04-09,True
416,Customer_416,Hyderabad,West Bengal,India,2023-04-15,True
417,Customer_417,Delhi,Gujarat,India,2023-08-05,False
418,Customer_418,Chennai,Maharashtra,India,2023-07-10,False
419,Customer_419,Kolkata,Maharashtra,India,2023-08-03,False
420,Customer_420,Pune,Telangana,India,2023-07-17,True
421,Customer_421,Bangalore,Gujarat,India,2023-04-15,True
422,Customer_422,Hyderabad,West Bengal,India,2023-01-27,True
423,Customer_423,Delhi,Tamil Nadu,India,2023-07-01,True
424,Customer_424,Chennai,Gujarat,India,2023-03-24,True
425,Customer_425,Mumbai,Karnataka,India,2023-06-08,False
426,Customer_426,Pune,West Bengal,India,2023-08-18,True
427,Customer_427,Pune,West Bengal,India,2023-08-23,False
428,Customer_428,Chennai,Maharashtra,India,2023-10-15,True
429,Customer_429,Ahmedabad,West Bengal,India,2023-01-18,True
430,Customer_430,Pune,Gujarat,India,2023-10-11,False
431,Customer_431,Kolkata,Delhi,India,2023-03-12,False
432,Customer_432,Kolkata,Gujarat,India,2023-08-03,False
433,Customer_433,Mumbai,Karnataka,India,2023-04-27,False
434,Customer_434,Delhi,Gujarat,India,2023-04-10,True
435,Customer_435,Kolkata,Maharashtra,India,2023-03-29,True
436,Customer_436,Delhi,Tamil Nadu,India,2023-12-14,True
437,Customer_437,Delhi,Tamil Nadu,India,2023-06-02,True
438,Customer_438,Chennai,Tamil Nadu,India,2023-10-22,True
439,Customer_439,Delhi,Tamil Nadu,India,2023-06-26,True
440,Customer_440,Hyderabad,Tamil Nadu,India,2023-05-12,True
441,Customer_441,Ahmedabad,Maharashtra,India,2023-11-04,False
442,Customer_442,Kolkata,Delhi,India,2023-05-02,True
443,Customer_443,Kolkata,Delhi,India,2023-07-30,False
444,Customer_444,Bangalore,Tamil Nadu,India,2023-03-09,False
445,Customer_445,Pune,Delhi,India,2023-02-26,False
